тот и дело, {'Literature': 25}
то там то тут, {'Literature': 1}
только и видеть, {'Literature': 1}
тришкин кафтан, {'Literature': 1}
тугой на ухо, {'Literature': 1}
тьма то, {'Literature': 1}
тянуть душа, {'Literature': 1}
хватить дух, {'Literature': 3}
хватить горячий, {'Literature': 1}
хвост труба, {'Literature': 1}
хлеб не кормить, {'Literature': 1}
хлопать глаз, {'Literature': 3}
хлопать ухо, {'Literature': 1}
ходить на цыпочки, {'Lit/News': 1}
ходить хвост, {'Literature': 1}
холостой выстрел, {'News': 1}
хоть ухо затыкать, {'Literature': 1}
цепляться за жизнь, {'Literature': 1}
что только нет, {'Literature': 3}
через край, {'Literature': 10}
через сила, {'Literature': 4}
в час по чайный ложка, {'Literature': 1}
черт нести, {'Literature': 2}
что ни шаг, {'Literature': 1}
что бог давать, {'Literature': 1}
что быть сила, {'Literature': 20}
что душа угодно, {'Literature': 1}
что быть дух, {'Literature': 1}
что ни говорить, {'Literature': 1}
что правда то правда, {'Literature': 1}
шапочный знакомый, {'Literature': 1}
шутка ли, {'Literature': 1}
язык чесаться, {'Literature': 1}
бельмо на глаз, {'Literature': 1}
оставлять без внимание, {'Lit/News': 2}
волк смотреть, {'Literature': 1}
все как один, {'Literature': 3}
свивать себя гнездо, {'Literature': 1}
быть грех, {'Literature': 1}
добрый малый, {'Literature': 1}
не долго думать, {'Literature': 6}
ни живой душа, {'Literature': 4}
себя не забывать, {'Literature': 1}
стоять истукан, {'Literature': 1}
на свой лад, {'Literature': 2}
лошадиный доза, {'Literature': 1}
другой музыка, {'News': 1}
надувать губа, {'Literature': 1}
до невозможность, {'Literature': 7}
бояться как огонь, {'Literature': 2}
сгибаться в три погибель, {'Literature': 1}
с какой пора, {'Literature': 1}
не пошевельнуться, {'Literature': 1}
быть в претензия, {'Literature': 1}
для пример, {'News': 3}
дышать свободно, {'Literature': 3}
прятаться за спина, {'Literature': 3}
до точка, {'News': 1}
тяжелый голова, {'Literature': 1}
тяп да ляп, {'Literature': 1}
чудо как, {'Literature': 9}
шутка шутка, {'Literature': 1}
за юбка держаться, {'Literature': 1}
в квадрат, {'Lit/News': 2}
давать сдача, {'Literature': 3}
держаться на честный слово, {'News': 1}
заливать горе, {'Literature': 1}
книга в рука, {'Literature': 3}
лакомый кусок, {'Literature': 2}
мало помалу, {'Literature': 4}
мотать на ус, {'Literature': 1}
приказывать долго жить, {'Literature': 3}
с наскок, {'Literature': 1}
теплый местечко, {'Literature': 4}
шуметь в голова, {'Literature': 1}
наставлять рог, {'Literature': 1}
наступать на любить мозоль, {'Literature': 1}
находить коса на камень, {'News': 1}
нащупывать почва, {'Literature': 2}
не ахти какой, {'Literature': 2}
не брать в рот, {'Literature': 1}
не в бровь а прямо в глаз, {'Literature': 1}
не в мера, {'Literature': 1}
не в пример, {'News': 2}
не в радость, {'Literature': 1}
не в свой тарелка, {'Literature': 1}
не в честь, {'Literature': 2}
не взвидеть свет, {'Literature': 1}
не выдерживать никакой критика, {'News': 3}
не до смех, {'Literature': 3}
умываться потом, {'Literature': 4}
уносить нога, {'Literature': 2}
утыкаться нос, {'Literature': 3}
ученый муж, {'Literature': 1}
бегать глаз, {'Literature': 2}
